cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,subasta,fecha_publicacion,fecha_presentacion,estado,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
24-0020-00-1678919-0-E,Ministerio De Defensa ,Bienes,OF,"Pertrechos De Dotación Individual Para Oficiales Generales, Almirantes Y Egresados De Los  Ii.Mm. De Las Ff.Aa. Gestión 2024",False,2026-08-03,,Contratado,Jenny Luz Huanca Villegas (Telf: 2610400 - 2432525),,La Paz,D.S. 26688
24-1214-00-1435935-0-E,Gobierno Autonomo Municipal De Calamarca,Consultoria,CD,Construccion Centro De Salud Integral Calamarca (Supervision Tecnica),False,2026-08-03,,Contratado,Fabiola Quispe Apaza (Telf: 68186545 - 77210241),,La Paz,NB-SABS (D.S.0181)
26-0015-03-1679054-1-1,Direccion Nacional De Fiscalizacion Y  Recaudaciones De La Policia Nacional,Servicios Generales,ANPE,Mantenimiento Y Refacción De Oficinas De La D.D.F.R. Cochabamba,True,2026-08-03,2026-08-14,Vigente,Felipe Loza Mullisaca (Telf: 2310287),,La Paz,NB-SABS (D.S.0181)
26-0016-08-1677494-1-2,Universidad Pedagogica Nacional Mariscal Sucre,Servicios Generales,ANPE,Servicio De Seguro Multirriesgo Contra Todo Riesgo De Daños A La Propiedad De La Universidad Pedagógica.,False,2026-08-03,2026-08-17,Vigente,Rosmery Duran Lomar (Telf: 6453890),,Chuquisaca,NB-SABS (D.S.0181)
26-0035-01-1663507-2-2,Servicio De Impuestos Nacionales,Bienes,ANPP,Adquisición De Materiales Para Rackeado De Cables De Fibra Óptica Para El Cpd Del Sin,True,2026-08-03,2026-08-18,Vigente,Elvira Gutierrez Mamani (Telf: 2606060 ),,La Paz,NB-SABS (D.S.0181)
26-0041-00-1670020-1-2,"Ministerio De Desarrollo Productivo, Rural Y Agua",Bienes,ANPE,Adquisición De Equipos De Comunicación Para El Centro De Datos Obrajes Del Mdprya,True,2026-08-03,2026-08-12,Vigente,Zamir Nacif Ortiz (Telf: 2184444 - INT 320),,La Paz,NB-SABS (D.S.0181)
26-0041-20-1678889-1-1,Unidad Desconcentrada Empoderar,Bienes,OF,Segunda Adquisición De Toners Para Impresoras Y Fotocopiadoras Del Programa Par Iii - Gestión 2026,False,2026-08-03,2026-08-10,Vigente,Rumi Nayra Perez Gutierrez (Telf: 2141750-2145337-71952144),,La Paz,Normativa del Financiador (BM)
26-0041-20-1678906-1-1,Unidad Desconcentrada Empoderar,Servicios Generales,OF,Servicio De Alquiler De Hosting Para Servidor Del Sistema Sigg Par Iii,False,2026-08-03,2026-08-10,Vigente,Rumi Nayra Perez Gutierrez (Telf: 2141750-2145337-71952144),,La Paz,Normativa del Financiador (BM)
26-0041-20-1678913-0-E,Unidad Desconcentrada Empoderar,Servicios Generales,OF,Servicio De Limpieza Uod Tarija,False,2026-08-03,,Contratado,Rumi Nayra Perez Gutierrez (Telf: 2141750-2145337-71952144),,La Paz,Normativa del Financiador (BM)
26-0041-20-1678922-0-E,Unidad Desconcentrada Empoderar,Servicios Generales,OF,Servicio De Limpieza Uor Rurrenabaque,False,2026-08-03,,Contratado,Rumi Nayra Perez Gutierrez (Telf: 2141750-2145337-71952144),,La Paz,Normativa del Financiador (BM)
26-0041-20-1678940-0-E,Unidad Desconcentrada Empoderar,Consultoria,OF,Acompañante De Alianzas Productivas  Uor Riberalta Cipa 029/2026,False,2026-08-03,,Contratado,Carmen Tatiana Sanjinez Segovia (Telf: 2141750-2145337-71952144),,La Paz,Normativa del Financiador (BM)
26-0041-20-1678953-0-E,Unidad Desconcentrada Empoderar,Consultoria,OF,Acompañante De Alianzas Productivas Uor Riberalta  Cipa 030/2026,False,2026-08-03,,Contratado,Carmen Tatiana Sanjinez Segovia (Telf: 2141750-2145337-71952144),,La Paz,Normativa del Financiador (BM)
26-0041-20-1678985-0-E,Unidad Desconcentrada Empoderar,Consultoria,OF,Acompañante De Alianzas Productivas Uor Riberalta Cipa 028/2026,False,2026-08-03,,Contratado,Carmen Tatiana Sanjinez Segovia (Telf: 2141750-2145337-71952144),,La Paz,Normativa del Financiador (BM)
26-0041-20-1678996-0-E,Unidad Desconcentrada Empoderar,Consultoria,OF,Acompañante De Alianzas Comunitarias Uor Camargo Cipac 028/2026,False,2026-08-03,,Contratado,Carmen Tatiana Sanjinez Segovia (Telf: 2141750-2145337-71952144),,La Paz,Normativa del Financiador (BM)
26-0041-20-1679005-0-E,Unidad Desconcentrada Empoderar,Consultoria,OF,Acompañante De Alianzas Comunitarias Uor Camargo  Cipac 027/2026,False,2026-08-03,,Contratado,Carmen Tatiana Sanjinez Segovia (Telf: 2141750-2145337-71952144),,La Paz,Normativa del Financiador (BM)
26-0041-20-1679018-0-E,Unidad Desconcentrada Empoderar,Consultoria,OF,Acompañante De Alianzas Productivas Uor Camargo Cipa 027/2026,False,2026-08-03,,Contratado,Carmen Tatiana Sanjinez Segovia (Telf: 2141750-2145337-71952144),,La Paz,Normativa del Financiador (BM)
26-0041-20-1679043-0-E,Unidad Desconcentrada Empoderar,Consultoria,OF,Acompañante De Alianzas Productivas Uor Camargo Cipa 026/2026,False,2026-08-03,,Contratado,Carmen Tatiana Sanjinez Segovia (Telf: 2141750-2145337-71952144),,La Paz,Normativa del Financiador (BM)
26-0041-20-1679058-0-E,Unidad Desconcentrada Empoderar,Consultoria,OF,Acompañante De Alianzas Productivas Uor Camargo Cipa 025/2026,False,2026-08-03,,Contratado,Carmen Tatiana Sanjinez Segovia (Telf: 2141750-2145337-71952144),,La Paz,Normativa del Financiador (BM)
26-0046-45-1668131-2-1,Escuela Nacional De Salud,Servicios Generales,ANPE,Servicio De Fotocopias Para La Escuela Nacional De Salud,True,2026-08-03,2026-08-12,Vigente,Freddy Condo Mamani (Telf: 2444225),,La Paz,NB-SABS (D.S.0181)
26-0066-00-1679030-0-E,Ministerio De Planificacion Del Desarrollo,Consultoria,CM,"Vmabccgdf/Appsqdp-Servicio De Consultoría Individual De Línea, Profesional Ix Gestion De Riesgos De Quimicos",False,2026-08-03,,Contratado,Americo Eduardo Chaves Chavez (Telf: 50850019),,La Paz,NB-SABS (D.S.0181)
26-0078-15-1678920-0-E,Entidad Ejecutora De Conversion A Gas Natural Vehicular - Eec-Gnv,Consultoria,CM,"Consultoría Individual De Línea - Profesional Para El Análisis, Fortalecimiento, Actualización Y Modernización De Los Sistemas De Información Operativa De La Eec-Gnv",False,2026-08-03,,Contratado,Soledad Gregoria Quispe Choque (Telf: 2184178),,La Paz,NB-SABS (D.S.0181)
26-0078-15-1678949-0-E,Entidad Ejecutora De Conversion A Gas Natural Vehicular - Eec-Gnv,Consultoria,CM,Consultoría Individual De Línea - Profesional Abogado De Programas De Conversión Y Recalificación,False,2026-08-03,,Contratado,Soledad Gregoria Quispe Choque (Telf: 2184178),,La Paz,NB-SABS (D.S.0181)
26-0078-15-1679000-0-E,Entidad Ejecutora De Conversion A Gas Natural Vehicular - Eec-Gnv,Consultoria,CM,Consultoría Individual De Línea - Técnico En Gestión Documental De Programas 2 - Unidad Financiera,False,2026-08-03,,Contratado,Soledad Gregoria Quispe Choque (Telf: 2184178),,La Paz,NB-SABS (D.S.0181)
26-0139-00-1663876-2-1,Universidad Mayor De San Andres - Umsa,Bienes,ANPE,"Adquisicion De ""Letrero 3d - Logotipo En Fachada Principal - Facultad De Medicina"".",True,2026-08-03,2026-08-12,Vigente,Felix Centellas Ticona (Telf: 2441994),,La Paz,NB-SABS (D.S.0181)
26-0139-00-1678316-1-1,Universidad Mayor De San Andres - Umsa,Bienes,CM,"Compra De Reactivos Para Estudios De Citogenetica Molecular Destinados Al Diagnostico De Sindrome Mielodisplasico De La Unidad De Biologia Celular De La Facultad De Medicina, Enfermeria, Nutricion Y Tecnologia Medica",False,2026-08-03,2026-08-10,Vigente,Felix Centellas Ticona (Telf: 2441994),,La Paz,NB-SABS (D.S.0181)
26-0139-00-1678923-0-E,Universidad Mayor De San Andres - Umsa,Consultoria,CM,"Servicio De Consultoria Individual De Linea Tecnico Ii : ""Ayudante De Laboratorio"", Con Destino Al Laboratorio De Calidad Ambiental Del Instituto De Ecologia, De La Facultad De Ciencias Puras Y Naturales - Umsa.",False,2026-08-03,,Contratado,Victor Hugo Borda Gemio (Telf: 2441994),,La Paz,NB-SABS (D.S.0181)
26-0139-00-1678928-1-1,Universidad Mayor De San Andres - Umsa,Bienes,CM,"Compra De Tres Antenas Wifi Para El Departamento De Ciencias Morfologicas De La Facultad De Medicina, Enfermeria, Nutricion Y Tecnologia Medica",False,2026-08-03,2026-08-10,Vigente,Felix Centellas Ticona (Telf: 2441994),,La Paz,NB-SABS (D.S.0181)
26-0139-00-1679116-1-1,Universidad Mayor De San Andres - Umsa,Bienes,CM,Compra De Una Pantalla Digital Interactiva Para La Carrera De Economia De La Facultad De Ciencias Economicas Y Financieras,False,2026-08-03,2026-08-10,Vigente,Maria Judith Sanchez Vargas (Telf: 2441994),,La Paz,NB-SABS (D.S.0181)
26-0140-00-1678470-1-1,Universidad Publica De El Alto Upea,Bienes,ANPP,Implem. De Equipos Para Laboratorio De Histologia Carrera De Odontologia,True,2026-08-03,2026-08-17,Vigente,Juan Cabezas Lovera (Telf: 2848070),,La Paz,NB-SABS (D.S.0181)
26-0141-00-1654237-1-3,Universidad Mayor De San Simon Umss,Consultoria,OF,Contratación De Auditoría Externa De La 5ta. Fase Asdi 2025 Para La Dirección De Investigación Científica Y Tecnológica”-Umss,False,2026-08-03,2026-08-21,Vigente,Darwin Peredo Rojas (Telf: 4 4524782),,Cochabamba,Otra Normativa especifica nacional
26-0142-00-1678951-1-1,Universidad Tecnica De Oruro Uto,Bienes,CM,Adquisicion De Semilla De Cebada Forrajera Para El Ceac,False,2026-08-03,2026-08-10,Vigente,Claudia Ximena Fernandez Burgoa (Telf: 5286039),,Oruro,NB-SABS (D.S.0181)
26-0142-00-1679075-1-1,Universidad Tecnica De Oruro Uto,Bienes,CND1,Adquisicion De Indumentaria Ocupacional-Spectrolab,False,2026-08-03,2026-08-05,Vigente,Ximena Zory Torrico Miranda (Telf: 5286039),,Oruro,Compro Hecho en Bolivia (D.S.4505)
26-0145-00-1678859-1-1,Universidad Autonoma Juan Misael Saracho,Bienes,CND1,"Adquisición De Dos Portátiles Para El Proyecto “Equipamiento Tecnológico Aulas Y Unidades De Apoyo Académico Facultad Ciencias Económicas Y Financieras Tarija""",False,2026-08-03,2026-08-10,Vigente,Oscar Moises Duran Ramirez (Telf: 466-43232- INTERNO 404),,Tarija,Compro Hecho en Bolivia (D.S.4505)
26-0146-00-1672411-2-1,Universidad Autonoma Gabriel Rene Moreno,Bienes,ANPP,Adquisicion De Camaras De Seguridad Para Los Predios Universitarios,True,2026-08-03,2026-08-18,Vigente,Isabel Chavez Añez (Telf: 3398516),,Santa Cruz,NB-SABS (D.S.0181)
26-0146-00-1678984-1-1,Universidad Autonoma Gabriel Rene Moreno,Consultoria,ANPE,Contratacion Servicio De Supervision Tecnica Para La Obra: Construccion Centro De Simulacion Para La Carrera De Medicina Dependientes De La Facultad Integral Del Chaco- F.I.-C.H.,False,2026-08-03,2026-08-11,Vigente,Jessica Rojas Melgar (Telf: 3398516),,Santa Cruz,NB-SABS (D.S.0181)
26-0203-00-1678912-0-E,Autoridad De Supervision Del Sistema Financiero,Consultoria,CM,Consultor Individual De Línea Auditor Interno – B (Supervisor X / Analista X),False,2026-08-03,,Contratado,Erick Gonzalo Catunta Choque (Telf:  2174444 - 2431919 ),,La Paz,NB-SABS (D.S.0181)
26-0283-00-1679074-1-1,Aduana Nacional,Bienes,ANPP,Adquisición De Baterias Para Equipos Ups De La Aduana Nacional,True,2026-08-03,2026-08-18,Vigente,Marlene Espinoza Salazar (Telf: 2128008),,La Paz,NB-SABS (D.S.0181)
26-0287-07-1678511-1-1,Fondo Nacional De Inversion Productiva Y Social - Pando,Bienes,CM,Adquisición De Equipamiento Menor Para El Proyecto: Implem. De Una Planta Procesadora Industrial De Arroz Comunidad Blanca Flor Municipio (Exaltacion (C. San Lorenzo)).,False,2026-08-03,2026-08-10,Vigente,Jherson Mauricio Buitrago Aduviri (Telf: 8421246),,Pando,NB-SABS (D.S.0181)
26-0287-07-1678958-1-1,Fondo Nacional De Inversion Productiva Y Social - Pando,Bienes,CM,Adquisición De Mobiliario Y Herramienta Industrial De Acero Inoxidable Para El Proyecto: Implem. Planta Procesadora Industrial De Derivados De Plátano (Harina Y Chifles) Municipio (Bolivar (C. Sena)).,False,2026-08-03,2026-08-10,Vigente,Jherson Mauricio Buitrago Aduviri (Telf: 8421246),,Pando,NB-SABS (D.S.0181)
26-0291-01-1678563-1-2,Administradora Boliviana De Carreteras - Regional La Paz,Consultoria,ANPE,Supervision Vial Del Tramo Lp10: Viacha-Charaña,False,2026-08-03,2026-08-12,Vigente,Julio Jorge Mendoza Medrano (Telf: 2495043 - 2494544),,La Paz,NB-SABS (D.S.0181)
26-0309-00-1679078-0-E,Autoridad De Fiscalizacion Del Juego - Aj,Servicios Generales,CD,Servicio De Publicacion De Material Informativo Aj - 2do Semestre - 2026,False,2026-08-03,,Contratado,Gladys Isabel Cuevas Calle (Telf: 2125057 - 2125081),,La Paz,NB-SABS (D.S.0181)
26-0313-00-1677964-1-2,Autoridad De Fiscalización Y Control De Pensiones Y Seguros - Aps,Bienes,ANPP,Adquisición De Un Sistema De Alimentación Ininterrumpida (Sai) Para La Aps – Gestión 2026,True,2026-08-03,2026-08-18,Vigente,Tania Guzman Carvallo (Telf: 2331212),,La Paz,NB-SABS (D.S.0181)
26-0382-00-1669377-4-1,Agencia De Infraestructura En Salud Y Equipamiento Medico,Bienes,ANPE,Adquisicion De Un Equipo Firewall De Seguridad Para La Aisem,True,2026-08-03,2026-08-12,Vigente,Sandra Mamani Calle (Telf: 2125007),,La Paz,NB-SABS (D.S.0181)
26-0385-00-1679045-1-1,Autoridad De Supervision De La Seguridad Social De Corto Plazo,Bienes,CM,Adquisicion De Papel Para La Asuss Segundo Semestre,False,2026-08-03,2026-08-10,Vigente,Gabriela Garcia Tenorio (Telf: 2152400 - 2431798),,La Paz,NB-SABS (D.S.0181)
26-0389-00-1678861-1-1,Navegacion Aerea Y Aeropuertos Bolivianos,Bienes,ANPP,Adquisición Material De Iluminacion Regional Cochabamba,True,2026-08-03,2026-08-19,Vigente,Claudia Samira Ortega Flores (Telf: 2351305),,La Paz,NB-SABS (D.S.0181)
26-0389-00-1679112-1-1,Navegacion Aerea Y Aeropuertos Bolivianos,Obras,ANPP,Mantenimiento Del Cerco Perimetral Aeropuerto Jorge Henrich,True,2026-08-03,2026-08-18,Vigente,Carlos Javier Gutierrez Zenteno (Telf: 2351305),,La Paz,NB-SABS (D.S.0181)
26-0417-01-1678743-1-1,Caja Nacional De Salud (Regional Tarija),Bienes,CM,"Adquisicion De Instrumental Menor, Para Enfermeria Cimfa 15 De Abril",False,2026-08-03,2026-08-10,Vigente,Jhosimar Claros Espinoza (Telf: 6642940),,Tarija,NB-SABS (D.S.0181)
26-0417-01-1679046-1-1,Caja Nacional De Salud (Regional Tarija),Bienes,CM,"Adquisicion Medicamento Carvedilol 12.50 Mg (C-07-05), Para Regencia De Farmacia",False,2026-08-03,2026-08-10,Vigente,Jhosimar Claros Espinoza (Telf: 6642940),,Tarija,NB-SABS (D.S.0181)
26-0417-01-1679056-1-1,Caja Nacional De Salud (Regional Tarija),Bienes,CM,"Adquisicion Medicamento Carvedilol 6.25 Mg (C-07-04), Para Regencia De Farmacia",False,2026-08-03,2026-08-10,Vigente,Jhosimar Claros Espinoza (Telf: 6642940),,Tarija,NB-SABS (D.S.0181)
26-0417-03-1676171-1-2,Caja Nacional De Salud Regional Santa Cruz ,Bienes,ANPP,"15 Pieza Scanner De Alta Gama
10 Pieza Reloj Biometrico
05 Pieza Scanner Áereo Alta Gama
06 Pieza Ups Empresarial
Unidad Regional De Sistemas",True,2026-08-03,2026-08-13,Vigente,Robert Cabrera Cuellar (Telf: 3-393354),,Santa Cruz,NB-SABS (D.S.0181)
26-0417-04-1660850-4-1,Caja Nacional De Salud Regional Cochabamba,Bienes,ANPP,"Estrogenos Conjugados 0,625 Mg",True,2026-08-03,2026-08-18,Vigente,Ulisses Hernan Martinez Arteaga (Telf: 4234378),,Cochabamba,NB-SABS (D.S.0181)
26-0417-04-1678941-1-1,Caja Nacional De Salud Regional Cochabamba,Bienes,CM,Fresas De Diamante Surtidas (Kit X 18),False,2026-08-03,2026-08-10,Vigente,Nelson Evert Siles Balderrama (Telf: 4234378),,Cochabamba,NB-SABS (D.S.0181)
26-0417-04-1678956-1-1,Caja Nacional De Salud Regional Cochabamba,Bienes,CM,Campo Externa,False,2026-08-03,2026-08-10,Vigente,Nelson Evert Siles Balderrama (Telf: 4234378),,Cochabamba,NB-SABS (D.S.0181)
26-0417-04-1678962-1-1,Caja Nacional De Salud Regional Cochabamba,Bienes,CM,Pijama Quirurgica,False,2026-08-03,2026-08-10,Vigente,Nelson Evert Siles Balderrama (Telf: 4234378),,Cochabamba,NB-SABS (D.S.0181)
26-0417-04-1678978-1-1,Caja Nacional De Salud Regional Cochabamba,Bienes,CM,Selladora De Manga Mixta,False,2026-08-03,2026-08-10,Vigente,Nelson Evert Siles Balderrama (Telf: 4234378),,Cochabamba,NB-SABS (D.S.0181)
26-0417-04-1679064-1-1,Caja Nacional De Salud Regional Cochabamba,Bienes,ANPP,Tacrolimus 1 Mg,True,2026-08-03,2026-08-18,Vigente,Boris Javier Alarcon Hinojosa (Telf: 4234378),,Cochabamba,NB-SABS (D.S.0181)
26-0513-00-1678631-0-E,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Servicios Generales,OF,Servicio Auxiliar Operador De Recalificadora 5 - Dclp,False,2026-08-03,,Contratado,Edwin Rolando Flores Casas (Telf: 2176300),,La Paz,Otra Normativa especifica nacional
26-0513-00-1678917-0-E,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Servicios Generales,OF,Mantenimiento Preventivo Y Correctivo De Impresoras Y Otros - Dcch,False,2026-08-03,,Contratado,Brian Willy Arana Siles (Telf: 2176300),,La Paz,Normativa del Financiador
26-0513-00-1678921-0-E,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Bienes,OF,Adquisicion De Equipo De Proteccion Personal - Drla,False,2026-08-03,,Contratado,Gilka Gabriela Nogales Siles (Telf: 2176300),,La Paz,Otra Normativa especifica nacional
26-0513-00-1678932-0-E,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Obras,OF,Mantenimiento De Proteccion Catodica Por Anodos Galvanicos Udom-Dror,False,2026-08-03,,Contratado,Jhonny Chugar Vasquez (Telf: 2176300),,La Paz,Otra Normativa especifica nacional
26-0513-00-1678946-0-E,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Obras,OF,Construccion De Red Secundaria En El Distrito 4 (Fase Xxiv) De La Ciudad De Oruro - Dror,False,2026-08-03,,Contratado,Jhonny Chugar Vasquez (Telf: 2176300),,La Paz,Otra Normativa especifica nacional
26-0513-00-1678959-0-E,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Bienes,OF,Adquisición De Sillones Giratorios Y Estantes Para El Dcch,False,2026-08-03,,Contratado,Brian Willy Arana Siles (Telf: 2176300),,La Paz,Normativa del Financiador
26-0513-00-1678960-0-E,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Obras,OF,Mantenimiento De Red Primaria Udom-Dror,False,2026-08-03,,Contratado,Jhonny Chugar Vasquez (Telf: 2176300),,La Paz,Otra Normativa especifica nacional
26-0513-00-1679073-0-E,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Bienes,OF,Adquisición De Medidor De Temperatura Portatil Para Planta Gnl Río Grande,False,2026-08-03,,Contratado,Jose Antonio Coronado Quintanilla (Telf: 2176300),,La Paz,Otra Normativa especifica nacional
26-0520-00-1678934-1-1,Empresa Metalurgica Vinto - Nacionalizada,Bienes,ANPE,"Adquisicion De Equipos De Proteccion Personal (Guante De Pvc, Neopreno, Inserto Para Lente, Lente Antiparra, Respirador 8515)",True,2026-08-03,2026-08-11,Vigente,Mariela Calveti Castro (Telf: 252-78091 - 252-78098),,Oruro,NB-SABS (D.S.0181)
26-0520-00-1678979-1-1,Empresa Metalurgica Vinto - Nacionalizada,Servicios Generales,ANPE,Adquisicion De Servicio De Recarga De Extintores,True,2026-08-03,2026-08-11,Vigente,Mariela Calveti Castro (Telf: 252-78091 - 252-78098),,Oruro,NB-SABS (D.S.0181)
26-0548-00-1678800-1-1,Cofadena Oficina Central,Servicios Generales,ANPE,"Contratación Del Servicio De Alquiler De Un Semirremolque Tipo Lowboy (Chata Corta), Para El Cumplimiento De Actividades Y Plan De Repliegue Nº 001/2026 De La Unidad Productiva Cofadena Maquinaria Gestión 2026",True,2026-08-03,2026-08-12,Vigente,Luis Claudio Condori Castillo (Telf: 2433810),,La Paz,NB-SABS (D.S.0181)
26-0578-00-1674255-0-E,Empresa Publica Nacional Estrategica Boliviana De Aviacion - Bo A,Bienes,CD,(Ga-474) Compra De Producto Aeronáutico-Material De Uso Frecuente En La Flotа Boa,False,2026-08-03,,Contratado,Jaquelin Noemi Laime Quisbert (Telf: 4150000),,Cochabamba,D.S. 26688
26-0578-00-1674288-0-E,Empresa Publica Nacional Estrategica Boliviana De Aviacion - Bo A,Bienes,CD,(Ga-482) Compra De Producto Aeronáutico - Pn: A35860-10,False,2026-08-03,,Contratado,Jaquelin Noemi Laime Quisbert (Telf: 4150000),,Cochabamba,D.S. 26688
26-0578-00-1678936-0-E,Empresa Publica Nacional Estrategica Boliviana De Aviacion - Bo A,Bienes,CD,(Gm-547) Compra De Producto Aeronautico Pn: 113a1360-7,False,2026-08-03,,Contratado,Andrea Zulema Balderrama Bravo (Telf: 4150000),,Cochabamba,NB-SABS (D.S.0181)
26-0578-00-1678950-0-E,Empresa Publica Nacional Estrategica Boliviana De Aviacion - Bo A,Bienes,CD,(Ga-495) Compra De Producto Aeronautico Pn: 63-533,False,2026-08-03,,Contratado,Andrea Zulema Balderrama Bravo (Telf: 4150000),,Cochabamba,NB-SABS (D.S.0181)
26-0578-00-1678957-0-E,Empresa Publica Nacional Estrategica Boliviana De Aviacion - Bo A,Bienes,CD,(Ga-501) Compra De Producto Aeronautico Pn: M07601,False,2026-08-03,,Contratado,Andrea Zulema Balderrama Bravo (Telf: 4150000),,Cochabamba,NB-SABS (D.S.0181)
26-0578-00-1678964-0-E,Empresa Publica Nacional Estrategica Boliviana De Aviacion - Bo A,Bienes,CD,(Ga-491) Compra De Producto Aeronautico Pn: 2-1578-7,False,2026-08-03,,Contratado,Andrea Zulema Balderrama Bravo (Telf: 4150000),,Cochabamba,NB-SABS (D.S.0181)
26-0578-00-1678987-0-E,Empresa Publica Nacional Estrategica Boliviana De Aviacion - Bo A,Bienes,CD,(Gm-576) Compra De Producto Aeronautico Pn: 4041-70,False,2026-08-03,,Contratado,Andrea Zulema Balderrama Bravo (Telf: 4150000),,Cochabamba,NB-SABS (D.S.0181)
26-0586-00-1677021-1-1,"Empresa Azucarera San Buenaventura ""Easba""",Bienes,CM,Adquisicion De Acoples Y Accesorios De Goma Para La Planta Industrial,False,2026-08-03,2026-08-10,Vigente,Maria Angela Rodriguez Benito (Telf: 2145019),,La Paz,NB-SABS (D.S.0181)
26-0595-00-1679006-0-E,Gestora Publica De La Seguridad Social De Largo Plazo,Servicios Generales,CD,G26-Ucie- Servicio De Publicidad En Prensa 6,False,2026-08-03,,Contratado,Walter Luis Chuquimia Choque (Telf: 2188400),,La Paz,NB-SABS (D.S.0181)
26-0633-00-1679007-1-1,Empresa Misicuni,Bienes,CM,Adquisición De Equipo De Medición Portátil De Gases En Espacios Confirmados Para El Área De Seguridad Ocupacional,False,2026-08-03,2026-08-10,Vigente,Daysi Marlene Cotjiri Ibarra (Telf: (591-4) 4256083-4307175),,Cochabamba,NB-SABS (D.S.0181)
