cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,subasta,fecha_publicacion,fecha_presentacion,estado,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
23-1124-00-1617563-0-E,Gobierno Autonomo Municipal De Culpina,Obras,CM,Refacción Y Mantenimiento Internado Señor De Pilaya (Culpina),False,2025-12-01,,Contratado,Wilfredo Tejerina Castro (Telf: 046937615),,Chuquisaca,NB-SABS (D.S.0181)
24-0342-00-1617658-0-E,Agencia Estatal De Vivienda,Consultoria,OF,Proyecto De Vivienda Cualitativa En El Municipio De Cuatro Cañadas -Fase(Xiii) 2024- Santa Cruz,False,2025-12-01,,Contratado,Hernan Canaviri Cama (Telf: 2148747 - 2148984),,La Paz,Otra Normativa especifica nacional
24-1120-00-1617742-0-E,Gobierno Autonomo Municipal De San Lucas,Consultoria,CM,Chofer Ii Para Hospital San Lucas,False,2025-12-01,,Contratado,Wenceslao Avila Martinez (Telf: 4-6937890 / 4-6937891),,Chuquisaca,NB-SABS (D.S.0181)
24-1120-00-1617803-0-E,Gobierno Autonomo Municipal De San Lucas,Consultoria,CM,Odontóloga Para El Centro De Salud Chinimayu,False,2025-12-01,,Contratado,Wenceslao Avila Martinez (Telf: 4-6937890 / 4-6937891),,Chuquisaca,NB-SABS (D.S.0181)
24-1120-00-1617816-0-E,Gobierno Autonomo Municipal De San Lucas,Consultoria,CM,Lic. En Enfermería Puesto De Salud Sacavillque Grande,False,2025-12-01,,Contratado,Wenceslao Avila Martinez (Telf: 4-6937890 / 4-6937891),,Chuquisaca,NB-SABS (D.S.0181)
24-1124-00-1617870-0-E,Gobierno Autonomo Municipal De Culpina,Obras,CM,Ampliación De Baños Zona Norte Estadio Rene Avilez - Culpina,False,2025-12-01,,Contratado,Wilfredo Tejerina Castro (Telf: 046937615),,Chuquisaca,NB-SABS (D.S.0181)
24-1124-00-1617945-0-E,Gobierno Autonomo Municipal De Culpina,Obras,CM,Ampliación De Baños Zona Sur Estadio Rene Avilez - Culpina,False,2025-12-01,,Contratado,Wilfredo Tejerina Castro (Telf: 046937615),,Chuquisaca,NB-SABS (D.S.0181)
25-0035-03-1617665-1-1,Servicio Nacional De Patrimonio Del Estado - Senape,Bienes,CM,"Segunda Adquisición De Toners, Material Eléctrico Y Papel Bond",False,2025-12-01,2025-12-04,Vigente,Roxana Maribel Kollanqui Paye (Telf: 2220048-2220082),,La Paz,NB-SABS (D.S.0181)
25-0035-03-1617706-1-1,Servicio Nacional De Patrimonio Del Estado - Senape,Servicios Generales,ANPE,Servicio De Limpieza Para La Oficina Central Y Dlegss Del Senape - Gestión 2026,True,2025-12-01,2025-12-08,Vigente,Roxana Maribel Kollanqui Paye (Telf: 2220048-2220082),,La Paz,NB-SABS (D.S.0181)
25-0035-03-1617876-1-1,Servicio Nacional De Patrimonio Del Estado - Senape,Servicios Generales,ANPE,Servicio De Fotocopias Y Anillados Para El Senape - Gestión 2026,True,2025-12-01,2025-12-08,Vigente,Roxana Maribel Kollanqui Paye (Telf: 2220048-2220082),,La Paz,NB-SABS (D.S.0181)
25-0046-20-1617737-1-1,Seguro Social Universitario - La Paz,Servicios Generales,ANPE,Contratación De Servicios Médicos Recurrentes En La Especialidad De Cirugía Cardiovascular Gestión 2026 A Monto Fijo Para El Seguro Social Universitario La Paz - Ssu Lp,True,2025-12-01,2025-12-05,Vigente,Roso Ibis Durán Rojas (Telf: 2434262),,La Paz,NB-SABS (D.S.0181)
